SalesOrderID,OrderDate,ShipDate,CustomerID
87,7/25/2018,7/27/2018,16514
88,7/25/2018,7/28/2018,16616
89,7/26/2018,7/27/2018,16624
90,7/26/2018,7/27/2018,16626
91,7/26/2018,7/28/2018,16637
92,7/26/2018,7/27/2018,11591
93,7/26/2018,7/28/2018,11592
94,7/26/2018,8/5/2018,13265
95,7/26/2018,8/5/2018,16482
96,7/27/2018,7/29/2018,16618
97,7/27/2018,7/30/2018,16671
98,7/27/2018,7/31/2018,17085
99,7/27/2018,7/29/2018,11017
100,7/28/2018,7/29/2018,16647
101,7/28/2018,8/4/2018,13257
102,7/28/2018,7/31/2018,16352
103,7/28/2018,8/1/2018,16493
104,7/29/2018,8/1/2018,16579
105,7/29/2018,7/31/2018,16525
106,7/29/2018,8/1/2018,16612
107,7/29/2018,8/1/2018,11010
108,7/30/2018,8/2/2018,16518
109,7/30/2018,8/1/2018,11001
110,7/31/2018,8/3/2018,16650
111,7/31/2018,8/3/2018,15500
112,7/31/2018,8/1/2018,16615
113,7/31/2018,8/7/2018,14559
114,7/31/2018,8/2/2018,16524
115,7/31/2018,8/5/2018,16526
116,7/31/2018,8/6/2018,16348
117,7/31/2018,8/11/2018,11027
118,8/1/2018,8/6/2018,13260
119,8/1/2018,8/2/2018,16515
120,8/1/2018,8/6/2018,11018
121,8/1/2018,8/12/2018,14253
122,8/2/2018,8/5/2018,11599
123,8/2/2018,8/4/2018,16495
124,8/2/2018,8/4/2018,16516
125,8/2/2018,8/3/2018,16620
126,8/3/2018,8/4/2018,16668
127,8/3/2018,8/4/2018,11601
128,8/3/2018,8/8/2018,11607
129,8/3/2018,8/4/2018,18386
130,8/3/2018,8/6/2018,11239
131,8/3/2018,8/5/2018,14866
132,8/3/2018,8/6/2018,14858
133,8/3/2018,8/4/2018,16484
134,8/3/2018,8/5/2018,16623
135,8/3/2018,8/6/2018,11000
136,8/3/2018,8/8/2018,11029
137,8/4/2018,8/5/2018,16616
138,8/4/2018,8/7/2018,17956
139,8/4/2018,8/7/2018,16345
140,8/4/2018,8/6/2018,16521
141,8/4/2018,8/7/2018,16636
142,8/5/2018,8/6/2018,14932
143,8/5/2018,8/8/2018,13583
144,8/5/2018,8/6/2018,11593
145,8/6/2018,8/7/2018,13759
146,8/6/2018,8/9/2018,13585
147,8/6/2018,8/7/2018,14510
148,8/6/2018,8/9/2018,16523
149,8/7/2018,8/9/2018,11611
150,8/7/2018,8/9/2018,13259
151,8/7/2018,8/9/2018,16350
152,8/7/2018,8/8/2018,11004
153,8/7/2018,8/8/2018,11026
154,8/8/2018,8/10/2018,16663
155,8/8/2018,8/9/2018,17391
156,8/8/2018,8/10/2018,14867
157,8/8/2018,8/15/2018,16494
158,8/8/2018,8/11/2018,16496
159,8/8/2018,8/11/2018,16519
160,8/8/2018,8/11/2018,16528
161,8/8/2018,8/11/2018,11006
162,8/9/2018,8/20/2018,16652
163,8/9/2018,8/11/2018,16664
164,8/9/2018,8/10/2018,16670
165,8/9/2018,8/11/2018,15887
166,8/9/2018,8/11/2018,14558
167,8/9/2018,8/10/2018,16349
168,8/9/2018,8/11/2018,11008
169,8/9/2018,8/12/2018,14251
170,8/10/2018,8/12/2018,16606
171,8/10/2018,8/12/2018,16612
172,8/10/2018,8/13/2018,16347
173,8/10/2018,8/13/2018,11028
174,8/10/2018,8/12/2018,13584
175,8/11/2018,8/14/2018,17885
176,8/11/2018,8/14/2018,17394
177,8/11/2018,8/13/2018,15121
178,8/11/2018,8/13/2018,15621
179,8/11/2018,8/12/2018,11009
180,8/12/2018,8/14/2018,16642
181,8/12/2018,8/14/2018,16674
182,8/12/2018,8/15/2018,17957
183,8/12/2018,8/13/2018,13406
184,8/12/2018,8/15/2018,16630
185,8/13/2018,8/15/2018,18956
186,8/13/2018,8/15/2018,18621
187,8/13/2018,8/14/2018,18889
188,8/13/2018,8/14/2018,18549
189,8/13/2018,8/15/2018,18540
190,8/13/2018,8/14/2018,18718
191,8/13/2018,8/15/2018,18819
192,8/13/2018,8/14/2018,18893
193,8/13/2018,8/14/2018,18510
194,8/13/2018,8/15/2018,18856
195,8/13/2018,8/15/2018,18814
196,8/13/2018,8/16/2018,18989
197,8/13/2018,8/16/2018,18947
198,8/13/2018,8/15/2018,18681
199,8/13/2018,8/14/2018,19075
200,8/13/2018,8/14/2018,18962
201,8/13/2018,8/15/2018,18866
202,8/13/2018,8/16/2018,18774
203,8/13/2018,8/24/2018,18750
204,8/13/2018,8/15/2018,18946
205,8/13/2018,8/16/2018,18765
206,8/13/2018,8/14/2018,19057
207,8/13/2018,8/14/2018,19118
208,8/13/2018,8/15/2018,18572
209,8/13/2018,8/16/2018,18583
210,8/13/2018,8/14/2018,19043
211,8/13/2018,8/15/2018,19108
212,8/13/2018,8/14/2018,18676
213,8/13/2018,8/16/2018,19077
214,8/13/2018,8/14/2018,19101
215,8/13/2018,8/16/2018,18704
216,8/13/2018,8/14/2018,18570
217,8/13/2018,8/16/2018,18625
218,8/13/2018,8/16/2018,19092
219,8/13/2018,8/14/2018,18926
220,8/13/2018,8/16/2018,18665
221,8/13/2018,8/15/2018,18511
222,8/13/2018,8/16/2018,18790
223,8/13/2018,8/14/2018,19112
224,8/13/2018,8/14/2018,18559
225,8/13/2018,8/23/2018,18725
226,8/13/2018,8/15/2018,18862
227,8/13/2018,8/14/2018,18758
228,8/13/2018,8/14/2018,18699
229,8/13/2018,8/15/2018,18494
230,8/13/2018,8/21/2018,18795
231,8/13/2018,8/15/2018,18831
232,8/13/2018,8/14/2018,18516
233,8/13/2018,8/14/2018,18808
234,8/13/2018,8/15/2018,18717
235,8/13/2018,8/14/2018,18906
236,8/13/2018,8/15/2018,19005
237,8/13/2018,8/17/2018,18743
238,8/13/2018,8/16/2018,18867
239,8/13/2018,8/23/2018,18523
240,8/13/2018,8/23/2018,18706
241,8/13/2018,8/14/2018,18907
242,8/13/2018,8/14/2018,18881
243,8/13/2018,8/15/2018,18902
244,8/13/2018,8/14/2018,18508
245,8/13/2018,8/14/2018,18969
246,8/13/2018,8/15/2018,19096
247,8/13/2018,8/14/2018,18847
248,8/13/2018,8/16/2018,18524
249,8/13/2018,8/15/2018,18792
250,8/13/2018,8/16/2018,18732
251,8/13/2018,8/16/2018,18788
252,8/13/2018,8/14/2018,18964
253,8/13/2018,8/21/2018,18618
254,8/13/2018,8/16/2018,18854
255,8/13/2018,8/16/2018,18775
256,8/13/2018,8/16/2018,18522
257,8/13/2018,8/16/2018,18689
258,8/13/2018,8/14/2018,18512
259,8/13/2018,8/23/2018,18886
260,8/13/2018,8/16/2018,11042
261,8/13/2018,8/16/2018,12124
262,8/13/2018,8/14/2018,17067
263,8/13/2018,8/24/2018,16743
264,8/13/2018,8/14/2018,13546
265,8/14/2018,8/19/2018,17019
266,8/14/2018,8/18/2018,12132
267,8/14/2018,8/16/2018,16661
268,8/15/2018,8/16/2018,11055
269,8/15/2018,8/17/2018,16662
270,8/15/2018,8/17/2018,16740
271,8/15/2018,8/20/2018,14271
272,8/16/2018,8/18/2018,17039
273,8/16/2018,8/18/2018,13548
274,8/16/2018,8/18/2018,16741
275,8/16/2018,8/18/2018,11031
276,8/16/2018,8/18/2018,11034
277,8/17/2018,8/20/2018,16596
278,8/17/2018,8/28/2018,17066
279,8/17/2018,8/19/2018,17047
280,8/17/2018,8/25/2018,16686
281,8/17/2018,8/20/2018,16659
282,8/17/2018,8/19/2018,14295
283,8/18/2018,8/19/2018,13600
284,8/18/2018,8/21/2018,17051
285,8/18/2018,8/23/2018,14565
286,8/18/2018,8/19/2018,11054
287,8/18/2018,8/25/2018,16675
288,8/18/2018,8/20/2018,16687
289,8/18/2018,8/21/2018,16712
290,8/18/2018,8/22/2018,11047
291,8/19/2018,8/22/2018,16727
292,8/19/2018,8/22/2018,17015
293,8/19/2018,8/21/2018,16696
294,8/19/2018,8/21/2018,16639
295,8/20/2018,8/21/2018,12157
296,8/20/2018,8/22/2018,13602
297,8/20/2018,8/28/2018,13661
298,8/20/2018,8/23/2018,11030
299,8/21/2018,8/24/2018,17069
300,8/21/2018,8/23/2018,16658
301,8/21/2018,8/22/2018,11035
302,8/21/2018,8/22/2018,11046
303,8/22/2018,8/24/2018,17032
304,8/22/2018,8/24/2018,17077
305,8/22/2018,8/25/2018,16685
306,8/22/2018,8/24/2018,16745
307,8/22/2018,9/2/2018,11038
308,8/22/2018,8/23/2018,11039
309,8/23/2018,8/24/2018,17041
310,8/23/2018,8/25/2018,17068
311,8/23/2018,8/24/2018,17072
312,8/23/2018,8/25/2018,16684
313,8/23/2018,8/28/2018,16657
314,8/24/2018,8/31/2018,19081
315,8/24/2018,8/28/2018,17040
316,8/24/2018,8/31/2018,13687
317,8/24/2018,8/27/2018,13540
318,8/24/2018,8/26/2018,17064
319,8/24/2018,8/26/2018,16703
320,8/25/2018,8/27/2018,17031
321,8/25/2018,8/31/2018,14576
322,8/25/2018,8/28/2018,11048
323,8/25/2018,8/26/2018,16664
324,8/25/2018,8/27/2018,14272
325,8/26/2018,8/29/2018,17018
326,8/26/2018,8/28/2018,13545
327,8/26/2018,8/28/2018,13515
328,8/26/2018,8/28/2018,17071
329,8/27/2018,8/30/2018,17043
330,8/27/2018,8/29/2018,11244
331,8/27/2018,8/29/2018,17084
332,8/27/2018,8/30/2018,14873
333,8/27/2018,8/28/2018,16660
334,8/27/2018,8/28/2018,16638
335,8/29/2018,9/1/2018,16929
336,8/30/2018,8/31/2018,16682
337,8/30/2018,9/2/2018,13791
338,8/30/2018,8/31/2018,16921
339,8/30/2018,9/2/2018,17023
340,8/30/2018,9/1/2018,11033
341,8/30/2018,9/2/2018,17048
342,8/31/2018,9/3/2018,16919
343,8/31/2018,9/3/2018,17045
344,8/31/2018,9/8/2018,14572
345,8/31/2018,9/1/2018,16452
346,8/31/2018,9/2/2018,17062
347,8/31/2018,9/1/2018,15630
348,8/31/2018,9/3/2018,16744
349,8/31/2018,9/2/2018,14556
350,9/1/2018,9/2/2018,16679
351,9/1/2018,9/11/2018,16760
352,9/1/2018,9/3/2018,13680
353,9/1/2018,9/5/2018,13514
354,9/1/2018,9/4/2018,11052
355,9/1/2018,9/3/2018,16928
356,9/2/2018,9/9/2018,16918
357,9/2/2018,9/4/2018,13693
358,9/2/2018,9/3/2018,11247
359,9/2/2018,9/4/2018,17079
360,9/2/2018,9/3/2018,14877
361,9/2/2018,9/4/2018,16701
362,9/2/2018,9/3/2018,16931
363,9/2/2018,9/5/2018,11032
364,9/3/2018,9/5/2018,11009
365,9/3/2018,9/6/2018,15031
366,9/3/2018,9/4/2018,16663
367,9/3/2018,9/5/2018,16708
368,9/3/2018,9/5/2018,17045
369,9/4/2018,9/5/2018,15572
370,9/4/2018,9/7/2018,17048
371,9/4/2018,9/5/2018,11050
372,9/5/2018,9/6/2018,12131
373,9/5/2018,9/8/2018,13689
374,9/5/2018,9/8/2018,11243
375,9/5/2018,9/7/2018,16693
376,9/5/2018,9/6/2018,16702
377,9/5/2018,9/8/2018,16707
378,9/5/2018,9/7/2018,17046
379,9/5/2018,9/15/2018,14273
380,9/5/2018,9/7/2018,14869
381,9/6/2018,9/8/2018,17971
382,9/6/2018,9/8/2018,11057
383,9/6/2018,9/13/2018,16742
384,9/7/2018,9/9/2018,13678
385,9/7/2018,9/9/2018,13679
386,9/7/2018,9/8/2018,13690
387,9/7/2018,9/8/2018,17395
388,9/7/2018,9/10/2018,17065
389,9/7/2018,9/9/2018,14879
390,9/7/2018,9/10/2018,16713
391,9/8/2018,9/10/2018,13538
392,9/8/2018,9/10/2018,17050
393,9/9/2018,9/11/2018,13691
394,9/9/2018,9/11/2018,16637
395,9/10/2018,9/13/2018,11404
396,9/10/2018,9/11/2018,13542
397,9/10/2018,9/17/2018,13543
398,9/10/2018,9/18/2018,13559
399,9/10/2018,9/17/2018,14577
400,9/10/2018,9/21/2018,11056
401,9/10/2018,9/12/2018,16688
402,9/10/2018,9/13/2018,14274
403,9/11/2018,9/13/2018,16920
404,9/11/2018,9/12/2018,17042
405,9/11/2018,9/12/2018,11240
406,9/11/2018,9/12/2018,11051
407,9/11/2018,9/18/2018,17063
408,9/11/2018,9/12/2018,14868
409,9/11/2018,9/12/2018,17049
410,9/12/2018,9/13/2018,13541
411,9/12/2018,9/16/2018,17396
412,9/12/2018,9/14/2018,14126
413,9/12/2018,9/14/2018,16691
414,9/12/2018,9/14/2018,16656
415,9/12/2018,9/15/2018,11044
416,9/13/2018,9/15/2018,18593
417,9/13/2018,9/15/2018,18633
418,9/13/2018,9/15/2018,19004
419,9/13/2018,9/24/2018,18715
420,9/13/2018,9/17/2018,18623
421,9/13/2018,9/23/2018,18968
422,9/13/2018,9/15/2018,18734
423,9/13/2018,9/16/2018,18951
424,9/13/2018,9/15/2018,18804
425,9/13/2018,9/15/2018,18970
426,9/13/2018,9/14/2018,18495
427,9/13/2018,9/15/2018,18640
428,9/13/2018,9/16/2018,18723
429,9/13/2018,9/16/2018,18945
430,9/13/2018,9/14/2018,18843
431,9/13/2018,9/14/2018,18674
432,9/13/2018,9/19/2018,18660
433,9/13/2018,9/14/2018,18915
434,9/13/2018,9/15/2018,19091
435,9/13/2018,9/14/2018,18709
436,9/13/2018,9/15/2018,18712
437,9/13/2018,9/14/2018,18749
438,9/13/2018,9/16/2018,18656
439,9/13/2018,9/18/2018,18652
440,9/13/2018,9/16/2018,18505
441,9/13/2018,9/16/2018,18898
442,9/13/2018,9/14/2018,18691
443,9/13/2018,9/19/2018,18722
444,9/13/2018,9/16/2018,18682
445,9/13/2018,9/14/2018,18578
446,9/13/2018,9/15/2018,18756
447,9/13/2018,9/15/2018,18770
448,9/13/2018,9/15/2018,19069
449,9/13/2018,9/14/2018,19107
450,9/13/2018,9/15/2018,18687
451,9/13/2018,9/16/2018,18922
452,9/13/2018,9/14/2018,18487
453,9/13/2018,9/15/2018,18741
454,9/13/2018,9/19/2018,18650
455,9/13/2018,9/15/2018,18939
456,9/13/2018,9/16/2018,18747
457,9/13/2018,9/14/2018,18526
458,9/13/2018,9/16/2018,18686
459,9/13/2018,9/15/2018,18582
460,9/13/2018,9/16/2018,18884
461,9/13/2018,9/15/2018,18835
462,9/13/2018,9/14/2018,18703
463,9/13/2018,9/16/2018,18711
464,9/13/2018,9/14/2018,18519
465,9/13/2018,9/14/2018,18499
466,9/13/2018,9/14/2018,18638
467,9/13/2018,9/15/2018,18873
468,9/13/2018,9/16/2018,18811
469,9/13/2018,9/14/2018,18563
470,9/13/2018,9/14/2018,19089
471,9/13/2018,9/16/2018,18967
472,9/13/2018,9/16/2018,18643
473,9/13/2018,9/15/2018,18488
474,9/13/2018,9/15/2018,18485
475,9/13/2018,9/15/2018,18716
476,9/13/2018,9/16/2018,13821
477,9/13/2018,9/14/2018,17157
478,9/13/2018,9/15/2018,11115
479,9/13/2018,9/23/2018,17328
480,9/14/2018,9/18/2018,13765
481,9/14/2018,9/16/2018,13792
482,9/14/2018,9/17/2018,12221
483,9/14/2018,9/17/2018,13572
484,9/14/2018,9/16/2018,11059
485,9/14/2018,9/17/2018,17146
486,9/14/2018,9/17/2018,17071
487,9/14/2018,9/16/2018,17309
488,9/14/2018,9/16/2018,17310
489,9/14/2018,9/15/2018,17320
490,9/15/2018,9/18/2018,17173
491,9/15/2018,9/17/2018,17242
492,9/15/2018,9/16/2018,17315
493,9/15/2018,9/19/2018,14559
494,9/16/2018,9/19/2018,11334
495,9/16/2018,9/23/2018,17169
496,9/16/2018,9/21/2018,17182
497,9/16/2018,9/18/2018,17132
498,9/16/2018,9/27/2018,14888
499,9/16/2018,9/19/2018,17055
500,9/17/2018,9/19/2018,13567
501,9/17/2018,9/18/2018,17183
502,9/17/2018,9/20/2018,17187
503,9/18/2018,9/27/2018,13772
504,9/18/2018,9/20/2018,17186
505,9/18/2018,9/21/2018,17194
506,9/18/2018,9/21/2018,17089
507,9/18/2018,9/21/2018,17065
508,9/18/2018,9/20/2018,14581
509,9/18/2018,9/20/2018,17308
510,9/19/2018,9/20/2018,12211
511,9/19/2018,9/22/2018,17180
512,9/19/2018,9/21/2018,17184
513,9/19/2018,9/21/2018,17113
514,9/19/2018,9/20/2018,14584
515,9/20/2018,9/21/2018,13784
516,9/20/2018,9/22/2018,17229
517,9/20/2018,9/22/2018,17246
518,9/21/2018,9/24/2018,12220
519,9/21/2018,9/30/2018,11337
520,9/21/2018,9/26/2018,17098
521,9/21/2018,9/23/2018,14889
522,9/21/2018,9/23/2018,11058
523,9/21/2018,9/23/2018,17294
524,9/21/2018,9/27/2018,17299
525,9/22/2018,9/25/2018,17159
526,9/22/2018,9/25/2018,17247
527,9/22/2018,9/25/2018,17280
528,9/24/2018,9/27/2018,14890
529,9/24/2018,10/2/2018,17069
530,9/25/2018,9/26/2018,15767
531,9/25/2018,9/28/2018,15156
532,9/25/2018,9/26/2018,11061
533,9/25/2018,10/3/2018,17248
534,9/26/2018,9/30/2018,13570
535,9/26/2018,9/27/2018,17165
536,9/26/2018,9/29/2018,17064
537,9/26/2018,9/28/2018,17249
538,9/26/2018,9/29/2018,17295
539,9/27/2018,9/30/2018,17097
540,9/27/2018,9/29/2018,17151
541,9/27/2018,9/29/2018,17259
542,9/27/2018,9/30/2018,17312
543,9/28/2018,10/3/2018,12254
544,9/28/2018,9/29/2018,17160
545,9/28/2018,9/30/2018,17150
546,9/28/2018,9/29/2018,14580
547,9/28/2018,10/1/2018,17285
548,9/29/2018,9/30/2018,11250
549,9/29/2018,10/2/2018,17163
550,9/29/2018,9/30/2018,14880
551,9/29/2018,10/1/2018,17257
552,9/30/2018,10/11/2018,13783
553,9/30/2018,10/2/2018,17155
554,9/30/2018,10/3/2018,17171
555,9/30/2018,10/1/2018,17351
556,9/30/2018,10/7/2018,17332
557,10/1/2018,10/4/2018,17181
558,10/1/2018,10/7/2018,13560
559,10/1/2018,10/8/2018,17149
560,10/1/2018,10/4/2018,11110
561,10/1/2018,10/2/2018,14590
562,10/1/2018,10/4/2018,11060
563,10/1/2018,10/3/2018,17255
564,10/1/2018,10/6/2018,17258
565,10/2/2018,10/3/2018,13847
566,10/2/2018,10/3/2018,17167
567,10/3/2018,10/12/2018,15199
568,10/3/2018,10/5/2018,12255
569,10/3/2018,10/4/2018,17402
570,10/3/2018,10/6/2018,11333
571,10/3/2018,10/5/2018,14887
572,10/3/2018,10/6/2018,17241
573,10/3/2018,10/9/2018,17973
574,10/3/2018,10/6/2018,17334
575,10/4/2018,10/6/2018,13841
576,10/4/2018,10/7/2018,17185
577,10/4/2018,10/5/2018,11118
578,10/4/2018,10/6/2018,17192
579,10/4/2018,10/5/2018,17056
580,10/4/2018,10/5/2018,17079
581,10/5/2018,10/8/2018,12217
582,10/5/2018,10/6/2018,13580
583,10/5/2018,10/7/2018,17156
584,10/5/2018,10/8/2018,17164
585,10/5/2018,10/6/2018,17278
586,10/5/2018,10/7/2018,17329
587,10/5/2018,10/7/2018,14557
588,10/6/2018,10/9/2018,12219
589,10/6/2018,10/9/2018,17233
590,10/6/2018,10/8/2018,17240
591,10/7/2018,10/9/2018,13845
592,10/7/2018,10/8/2018,17168
593,10/7/2018,10/8/2018,17191
594,10/8/2018,10/10/2018,13777
595,10/8/2018,10/9/2018,17100
596,10/8/2018,10/11/2018,17143
597,10/8/2018,10/11/2018,14585
598,10/8/2018,10/11/2018,17232
599,10/9/2018,10/12/2018,12212
600,10/9/2018,10/11/2018,13579
601,10/9/2018,10/11/2018,17172
602,10/9/2018,10/10/2018,17195
603,10/9/2018,10/12/2018,11113
604,10/9/2018,10/10/2018,15066
605,10/9/2018,10/11/2018,17279
606,10/9/2018,10/10/2018,17286
607,10/9/2018,10/10/2018,14558
608,10/9/2018,10/12/2018,14560
609,10/10/2018,10/13/2018,16054
610,10/10/2018,10/11/2018,13820
611,10/11/2018,10/18/2018,14589
612,10/12/2018,10/23/2018,13794
613,10/12/2018,10/13/2018,13846
614,10/12/2018,10/15/2018,12256
615,10/12/2018,10/15/2018,17148
616,10/12/2018,10/15/2018,17153
617,10/12/2018,10/14/2018,17256
618,10/12/2018,10/14/2018,17277
619,10/12/2018,10/13/2018,17288
620,10/12/2018,10/15/2018,17293
621,10/12/2018,10/13/2018,17326
622,10/13/2018,10/14/2018,18887
623,10/13/2018,10/14/2018,18566
624,10/13/2018,10/16/2018,18735
625,10/13/2018,10/15/2018,18995
626,10/13/2018,10/15/2018,18581
627,10/13/2018,10/16/2018,18899
628,10/13/2018,10/15/2018,19053
629,10/13/2018,10/15/2018,18975
630,10/13/2018,10/16/2018,18615
631,10/13/2018,10/15/2018,18567
632,10/13/2018,10/20/2018,18683
633,10/13/2018,10/14/2018,18748
634,10/13/2018,10/14/2018,18974
635,10/13/2018,10/15/2018,18845
636,10/13/2018,10/14/2018,19068
637,10/13/2018,10/16/2018,18597
638,10/13/2018,10/23/2018,18828
639,10/13/2018,10/15/2018,18812
640,10/13/2018,10/15/2018,18825
641,10/13/2018,10/14/2018,18890
642,10/13/2018,10/16/2018,18762
643,10/13/2018,10/16/2018,18490
644,10/13/2018,10/15/2018,18850
645,10/13/2018,10/16/2018,19097
646,10/13/2018,10/14/2018,18959
647,10/13/2018,10/16/2018,18826
648,10/13/2018,10/16/2018,18662
649,10/13/2018,10/15/2018,18760
650,10/13/2018,10/16/2018,18498
651,10/13/2018,10/14/2018,18913
652,10/13/2018,10/16/2018,19085
653,10/13/2018,10/14/2018,18611
654,10/13/2018,10/21/2018,18607
655,10/13/2018,10/14/2018,18719
656,10/13/2018,10/14/2018,18647
657,10/13/2018,10/17/2018,18571
658,10/13/2018,10/15/2018,18534
659,10/13/2018,10/14/2018,18993
660,10/13/2018,10/15/2018,18492
661,10/13/2018,10/15/2018,18550
662,10/13/2018,10/18/2018,14429
663,10/13/2018,10/23/2018,17223
664,10/13/2018,10/14/2018,17975
665,10/13/2018,10/16/2018,11072
666,10/14/2018,10/22/2018,12267
667,10/14/2018,10/24/2018,11095
668,10/14/2018,10/17/2018,17728
669,10/15/2018,10/16/2018,17599
670,10/15/2018,10/16/2018,17921
671,10/15/2018,10/16/2018,17904
672,10/15/2018,10/18/2018,17200
673,10/16/2018,10/18/2018,17258
674,10/16/2018,10/18/2018,17510
675,10/17/2018,10/18/2018,11343
676,10/17/2018,10/26/2018,17274
677,10/17/2018,10/20/2018,14213
678,10/17/2018,10/19/2018,14896
679,10/17/2018,10/20/2018,11097
680,10/17/2018,10/19/2018,18188
681,10/17/2018,10/18/2018,18189
682,10/17/2018,10/19/2018,17354
683,10/18/2018,10/20/2018,14906
684,10/18/2018,10/21/2018,14610
685,10/18/2018,10/19/2018,17920
686,10/19/2018,10/20/2018,14427
687,10/19/2018,10/24/2018,17201
688,10/19/2018,10/20/2018,14602
689,10/19/2018,10/27/2018,17911
690,10/20/2018,10/22/2018,14159
691,10/20/2018,10/21/2018,17244
692,10/20/2018,10/23/2018,17245
693,10/20/2018,10/22/2018,17272
694,10/20/2018,10/21/2018,17298
695,10/20/2018,10/22/2018,14591
696,10/20/2018,10/21/2018,14603
697,10/20/2018,10/22/2018,11093
698,10/20/2018,10/21/2018,11099
699,10/20/2018,10/23/2018,17511
700,10/20/2018,10/28/2018,17732
701,10/21/2018,10/23/2018,14525
702,10/21/2018,10/23/2018,14158
703,10/21/2018,10/23/2018,13686
704,10/21/2018,10/24/2018,17260
705,10/21/2018,10/22/2018,17286
706,10/21/2018,10/24/2018,11092
707,10/21/2018,10/24/2018,17912
708,10/21/2018,10/28/2018,17502
709,10/21/2018,10/22/2018,14563
710,10/22/2018,10/29/2018,14150
711,10/22/2018,10/25/2018,17251
712,10/22/2018,10/25/2018,18193
713,10/22/2018,10/23/2018,17514
714,10/22/2018,10/23/2018,17736
715,10/23/2018,10/24/2018,13767
716,10/23/2018,10/24/2018,14157
717,10/23/2018,10/24/2018,14183
718,10/23/2018,10/25/2018,18400
719,10/23/2018,10/26/2018,17235
720,10/23/2018,10/26/2018,14904
721,10/23/2018,10/25/2018,11080
722,10/23/2018,10/24/2018,17915
723,10/24/2018,10/25/2018,14191
724,10/24/2018,10/25/2018,11341
725,10/24/2018,10/26/2018,17269
726,10/24/2018,11/4/2018,17297
727,10/24/2018,11/1/2018,17299
728,10/24/2018,10/26/2018,17588
729,10/24/2018,11/1/2018,11096
730,10/24/2018,10/26/2018,17924
731,10/24/2018,10/26/2018,17925
732,10/24/2018,10/25/2018,17353
733,10/24/2018,10/26/2018,17730
734,10/24/2018,10/29/2018,17910
