SalesOrderDetailID,SalesOrderID,ProductID,UnitPrice,OrderQty
330,187,7,8.333156333,2
331,187,9,830.244786,1
332,187,11,153.140508,1
333,187,15,79.22388267,2
334,187,16,189.997402,3
335,187,18,2.261282833,2
336,187,21,351.80903,1
337,188,15,79.22388267,3
338,188,18,2.261282833,2
339,188,24,62.66840533,1
340,189,7,8.333156333,3
341,189,18,2.261282833,2
342,189,21,351.80903,2
343,190,3,586.9442333,1
344,190,9,830.244786,1
345,191,7,8.333156333,3
346,191,9,830.244786,1
347,191,23,8.701998167,2
348,192,9,830.244786,1
349,192,11,153.140508,3
350,192,15,79.22388267,3
351,192,17,158.6824213,1
352,192,21,351.80903,2
353,192,24,62.66840533,2
354,193,9,830.244786,1
355,193,11,153.140508,3
356,193,15,79.22388267,3
357,193,16,189.997402,2
358,193,18,2.261282833,1
359,193,21,351.80903,2
360,193,23,8.701998167,2
361,193,24,62.66840533,3
362,194,9,830.244786,1
363,195,3,586.9442333,1
364,195,9,830.244786,1
365,196,21,351.80903,1
366,197,9,830.244786,2
367,197,11,153.140508,2
368,197,15,79.22388267,3
369,197,16,189.997402,1
370,197,17,158.6824213,3
371,197,21,351.80903,1
372,197,24,62.66840533,1
373,198,9,830.244786,1
374,198,18,2.261282833,2
375,199,7,8.333156333,2
376,199,11,153.140508,2
377,199,15,79.22388267,3
378,199,18,2.261282833,2
379,199,21,351.80903,2
380,199,23,8.701998167,4
381,199,24,62.66840533,2
382,200,9,830.244786,1
383,200,11,153.140508,2
384,200,15,79.22388267,2
385,200,16,189.997402,1
386,200,21,351.80903,2
387,200,24,62.66840533,2
388,201,7,8.333156333,4
389,201,11,153.140508,1
390,201,21,351.80903,2
391,202,9,830.244786,1
392,202,11,153.140508,1
393,202,15,79.22388267,3
394,202,16,189.997402,2
395,202,17,158.6824213,1
396,202,21,351.80903,2
397,202,24,62.66840533,3
398,203,7,8.333156333,2
399,203,9,830.244786,1
400,203,11,153.140508,3
401,203,15,79.22388267,1
402,203,16,189.997402,2
403,203,17,158.6824213,3
404,203,18,2.261282833,2
405,203,21,351.80903,2
406,203,23,8.701998167,3
407,203,24,62.66840533,3
408,204,2,302.8932833,2
409,204,9,830.244786,1
410,204,10,232.017485,2
411,204,18,2.261282833,3
412,205,11,153.140508,2
413,205,18,2.261282833,2
414,205,21,351.80903,2
415,206,2,302.8932833,2
416,206,3,586.9442333,1
417,206,9,830.244786,2
418,206,10,232.017485,2
419,207,7,8.333156333,4
420,207,9,830.244786,1
421,207,11,153.140508,1
422,207,15,79.22388267,2
423,207,16,189.997402,3
424,207,18,2.261282833,4
425,207,21,351.80903,2
426,207,24,62.66840533,3
427,208,9,830.244786,1
428,208,18,2.261282833,2
429,209,2,302.8932833,2
430,209,3,586.9442333,1
431,209,7,8.333156333,2
432,209,9,830.244786,1
433,209,10,232.017485,2
434,209,18,2.261282833,3
435,209,23,8.701998167,3
436,210,9,830.244786,1
437,211,2,302.8932833,2
438,211,3,586.9442333,1
439,211,9,830.244786,1
440,211,10,232.017485,1
441,212,7,8.333156333,2
442,212,11,153.140508,3
443,212,16,189.997402,2
444,212,21,351.80903,2
445,213,7,8.333156333,3
446,213,9,830.244786,1
447,213,11,153.140508,2
448,213,15,79.22388267,2
449,213,16,189.997402,3
450,213,18,2.261282833,3
451,213,21,351.80903,1
452,213,23,8.701998167,3
453,214,7,8.333156333,3
454,214,9,830.244786,1
455,214,11,153.140508,2
456,214,15,79.22388267,2
457,214,17,158.6824213,3
458,214,18,2.261282833,2
459,214,21,351.80903,2
460,214,23,8.701998167,3
461,214,24,62.66840533,2
462,215,7,8.333156333,3
463,215,9,830.244786,1
464,215,11,153.140508,2
465,215,15,79.22388267,2
466,215,16,189.997402,2
467,215,17,158.6824213,2
468,215,21,351.80903,2
469,215,23,8.701998167,2
470,215,24,62.66840533,1
471,216,11,153.140508,1
472,217,2,302.8932833,1
473,217,3,586.9442333,2
474,217,7,8.333156333,4
475,217,9,830.244786,1
476,217,10,232.017485,3
477,217,18,2.261282833,2
478,217,23,8.701998167,3
479,218,11,153.140508,1
480,218,15,79.22388267,2
481,218,16,189.997402,3
482,218,21,351.80903,1
483,219,3,586.9442333,1
484,219,7,8.333156333,2
485,219,9,830.244786,1
486,219,18,2.261282833,2
487,219,23,8.701998167,4
488,220,9,830.244786,1
489,221,7,8.333156333,2
490,221,9,830.244786,1
491,221,11,153.140508,1
492,221,15,79.22388267,2
493,221,16,189.997402,2
494,221,18,2.261282833,3
495,221,21,351.80903,2
496,221,23,8.701998167,1
497,221,24,62.66840533,3
498,222,9,830.244786,1
499,222,11,153.140508,3
500,222,15,79.22388267,3
501,222,16,189.997402,2
502,222,17,158.6824213,1
503,222,21,351.80903,2
504,222,24,62.66840533,2
505,223,3,586.9442333,1
506,223,7,8.333156333,3
507,223,9,830.244786,1
508,223,18,2.261282833,4
509,224,3,586.9442333,1
510,225,9,830.244786,1
511,225,11,153.140508,1
512,225,15,79.22388267,3
513,225,16,189.997402,2
514,225,17,158.6824213,3
515,225,18,2.261282833,2
516,225,21,351.80903,2
517,225,24,62.66840533,1
518,226,2,302.8932833,1
519,226,3,586.9442333,2
520,226,7,8.333156333,2
521,226,9,830.244786,1
522,226,10,232.017485,2
523,226,18,2.261282833,4
524,226,23,8.701998167,2
525,227,18,2.261282833,2
526,228,7,8.333156333,2
527,228,9,830.244786,1
528,228,11,153.140508,1
529,228,15,79.22388267,2
530,228,16,189.997402,3
531,228,17,158.6824213,2
532,228,18,2.261282833,3
533,228,21,351.80903,2
534,228,23,8.701998167,1
535,229,11,153.140508,2
536,230,9,830.244786,1
537,230,11,153.140508,1
538,230,15,79.22388267,2
539,230,16,189.997402,1
540,230,21,351.80903,2
541,230,24,62.66840533,3
542,231,3,586.9442333,2
543,231,7,8.333156333,2
544,232,2,302.8932833,1
545,232,3,586.9442333,1
546,232,9,830.244786,1
547,232,10,232.017485,1
548,232,18,2.261282833,3
549,233,3,586.9442333,1
550,233,9,830.244786,2
551,233,18,2.261282833,2
552,234,7,8.333156333,3
553,234,9,830.244786,1
554,234,11,153.140508,1
555,234,15,79.22388267,2
556,234,16,189.997402,2
557,234,18,2.261282833,1
558,234,21,351.80903,1
559,234,23,8.701998167,2
560,235,16,189.997402,2
561,236,3,586.9442333,2
562,236,9,830.244786,1
563,236,18,2.261282833,3
564,237,2,302.8932833,2
565,237,3,586.9442333,1
566,237,7,8.333156333,3
567,237,9,830.244786,1
568,237,10,232.017485,2
569,237,18,2.261282833,2
570,237,23,8.701998167,2
571,238,7,8.333156333,4
572,238,11,153.140508,2
573,238,16,189.997402,3
574,238,21,351.80903,2
575,239,3,586.9442333,1
576,239,7,8.333156333,1
577,239,9,830.244786,1
578,239,18,2.261282833,2
579,239,23,8.701998167,4
580,240,7,8.333156333,3
581,240,9,830.244786,1
582,240,11,153.140508,2
583,240,15,79.22388267,1
584,240,16,189.997402,2
585,240,17,158.6824213,1
586,240,18,2.261282833,2
587,240,21,351.80903,1
588,240,23,8.701998167,2
589,240,24,62.66840533,2
590,241,7,8.333156333,2
591,241,9,830.244786,1
592,241,11,153.140508,2
593,241,16,189.997402,2
594,241,17,158.6824213,3
595,241,21,351.80903,2
596,241,24,62.66840533,1
597,242,3,586.9442333,1
598,242,9,830.244786,1
599,242,18,2.261282833,3
600,243,7,8.333156333,2
601,243,9,830.244786,1
602,243,18,2.261282833,3
603,243,23,8.701998167,2
604,244,2,302.8932833,1
605,244,3,586.9442333,1
606,244,7,8.333156333,2
607,244,9,830.244786,1
608,244,10,232.017485,2
609,244,18,2.261282833,3
610,244,23,8.701998167,3
611,245,23,8.701998167,3
612,246,9,830.244786,2
613,246,11,153.140508,1
614,246,15,79.22388267,3
615,246,17,158.6824213,1
616,246,21,351.80903,2
617,246,24,62.66840533,2
618,247,9,830.244786,1
619,247,11,153.140508,2
620,247,15,79.22388267,3
621,247,16,189.997402,2
622,247,21,351.80903,1
623,247,24,62.66840533,2
624,248,3,586.9442333,1
625,248,7,8.333156333,2
626,248,9,830.244786,2
627,248,18,2.261282833,2
628,248,23,8.701998167,2
629,249,7,8.333156333,1
630,249,9,830.244786,1
631,249,11,153.140508,1
632,249,15,79.22388267,2
633,249,16,189.997402,3
634,249,18,2.261282833,2
635,249,21,351.80903,2
636,249,23,8.701998167,3
637,249,24,62.66840533,2
638,250,7,8.333156333,3
639,250,9,830.244786,1
640,250,17,158.6824213,2
641,251,2,302.8932833,1
642,251,3,586.9442333,1
643,251,9,830.244786,1
644,251,10,232.017485,2
645,251,18,2.261282833,2
646,252,9,830.244786,1
647,252,11,153.140508,1
648,252,15,79.22388267,1
649,252,16,189.997402,2
650,252,17,158.6824213,3
651,252,21,351.80903,1
652,252,24,62.66840533,1
653,253,7,8.333156333,3
654,253,9,830.244786,1
655,253,11,153.140508,2
656,253,15,79.22388267,2
657,253,16,189.997402,1
658,253,18,2.261282833,3
659,253,21,351.80903,1
660,253,23,8.701998167,4
661,253,24,62.66840533,3
662,254,7,8.333156333,3
663,254,9,830.244786,1
664,254,11,153.140508,2
665,254,15,79.22388267,3
666,254,16,189.997402,2
667,254,17,158.6824213,2
668,254,21,351.80903,1
669,254,23,8.701998167,1
670,254,24,62.66840533,2
671,255,3,586.9442333,2
672,255,7,8.333156333,3
673,255,9,830.244786,1
674,255,18,2.261282833,4
675,255,23,8.701998167,2
676,256,3,586.9442333,1
677,256,9,830.244786,1
678,256,18,2.261282833,4
679,257,3,586.9442333,1
680,258,2,302.8932833,2
681,258,7,8.333156333,4
682,258,9,830.244786,1
683,258,10,232.017485,1
684,258,18,2.261282833,3
685,258,23,8.701998167,3
686,259,7,8.333156333,2
687,259,9,830.244786,2
688,259,11,153.140508,1
689,259,15,79.22388267,2
690,259,16,189.997402,2
691,259,18,2.261282833,1
692,259,21,351.80903,2
693,259,23,8.701998167,3
694,259,24,62.66840533,2
695,260,9,830.244786,1
696,261,9,830.244786,1
697,262,9,830.244786,1
698,263,9,830.244786,1
699,264,9,830.244786,1
700,265,9,830.244786,1
701,266,9,830.244786,1
702,267,9,830.244786,1
703,268,3,586.9442333,1
704,269,9,830.244786,1
705,270,9,830.244786,2
706,271,11,153.140508,2
707,272,9,830.244786,1
708,273,9,830.244786,1
709,274,9,830.244786,1
710,275,9,830.244786,1
711,276,9,830.244786,1
712,277,11,153.140508,3
713,278,9,830.244786,1
714,279,9,830.244786,1
715,280,9,830.244786,1
716,281,9,830.244786,2
717,282,11,153.140508,2
718,283,9,830.244786,1
719,284,9,830.244786,1
720,285,11,153.140508,2
721,286,9,830.244786,1
722,287,9,830.244786,1
723,288,9,830.244786,1
724,289,9,830.244786,1
725,290,9,830.244786,1
726,291,9,830.244786,1
727,292,9,830.244786,1
728,293,9,830.244786,1
729,294,9,830.244786,1
730,295,16,189.997402,1
731,296,9,830.244786,1
732,297,9,830.244786,2
733,298,9,830.244786,1
734,299,9,830.244786,1
735,300,9,830.244786,1
736,301,9,830.244786,1
737,302,9,830.244786,1
738,303,9,830.244786,1
739,304,9,830.244786,1
740,305,9,830.244786,1
741,306,9,830.244786,1
742,307,3,586.9442333,1
743,308,9,830.244786,1
744,309,9,830.244786,1
745,310,9,830.244786,1
746,311,9,830.244786,1
747,312,9,830.244786,1
748,313,9,830.244786,1
749,314,9,830.244786,1
750,315,9,830.244786,1
751,316,9,830.244786,1
752,317,9,830.244786,1
753,318,9,830.244786,1
754,319,9,830.244786,1
755,320,9,830.244786,1
756,321,11,153.140508,1
757,322,3,586.9442333,1
758,323,9,830.244786,1
759,324,16,189.997402,1
760,325,9,830.244786,1
761,326,9,830.244786,1
762,327,9,830.244786,1
763,328,9,830.244786,1
764,329,9,830.244786,1
765,330,9,830.244786,1
766,331,9,830.244786,1
767,332,9,830.244786,1
768,333,9,830.244786,1
769,334,9,830.244786,1
770,335,9,830.244786,1
771,336,9,830.244786,1
772,337,9,830.244786,1
773,338,9,830.244786,1
774,339,9,830.244786,1
775,340,9,830.244786,1
776,341,9,830.244786,1
777,342,9,830.244786,1
778,343,9,830.244786,1
779,344,11,153.140508,1
780,345,16,189.997402,2
781,346,9,830.244786,2
782,347,11,153.140508,2
783,348,9,830.244786,1
784,349,11,153.140508,1
785,350,9,830.244786,1
786,351,9,830.244786,1
787,352,9,830.244786,1
788,353,9,830.244786,1
789,354,9,830.244786,1
790,355,9,830.244786,1
791,356,9,830.244786,1
792,357,9,830.244786,1
793,358,9,830.244786,1
794,359,9,830.244786,1
795,360,9,830.244786,1
796,361,9,830.244786,1
797,362,9,830.244786,1
798,363,9,830.244786,1
799,364,9,830.244786,1
800,365,9,830.244786,1
801,366,9,830.244786,1
802,367,9,830.244786,1
803,368,9,830.244786,1
804,369,9,830.244786,1
805,370,9,830.244786,1
806,371,9,830.244786,1
807,372,9,830.244786,1
808,373,9,830.244786,1
809,374,9,830.244786,1
810,375,9,830.244786,1
811,376,9,830.244786,1
812,377,9,830.244786,1
813,378,9,830.244786,1
814,379,11,153.140508,2
815,380,9,830.244786,2
816,381,16,189.997402,2
817,382,3,586.9442333,1
818,383,9,830.244786,1
819,384,9,830.244786,1
820,385,9,830.244786,1
821,386,9,830.244786,1
822,387,9,830.244786,1
823,388,9,830.244786,1
824,389,9,830.244786,1
825,390,9,830.244786,1
826,391,9,830.244786,1
827,392,9,830.244786,1
828,393,9,830.244786,1
829,394,9,830.244786,1
830,395,11,153.140508,2
831,396,9,830.244786,1
832,397,9,830.244786,1
833,398,9,830.244786,1
834,399,11,153.140508,3
835,400,9,830.244786,1
836,401,9,830.244786,1
837,402,16,189.997402,2
838,403,9,830.244786,1
839,404,9,830.244786,2
840,405,9,830.244786,1
841,406,9,830.244786,1
842,407,9,830.244786,1
843,408,9,830.244786,1
844,409,9,830.244786,1
845,410,9,830.244786,1
846,411,9,830.244786,1
847,412,9,830.244786,1
848,413,9,830.244786,1
849,414,9,830.244786,1
850,415,3,586.9442333,1
851,416,11,153.140508,1
852,416,16,189.997402,1
853,416,18,2.261282833,4
854,417,3,586.9442333,1
855,417,9,830.244786,1
856,417,18,2.261282833,3
857,418,9,830.244786,1
858,419,7,8.333156333,2
859,419,11,153.140508,2
860,419,16,189.997402,3
861,419,21,351.80903,2
862,419,23,8.701998167,3
863,420,2,302.8932833,2
864,420,3,586.9442333,2
865,420,9,830.244786,1
866,420,10,232.017485,2
867,421,7,8.333156333,2
868,421,9,830.244786,1
869,421,11,153.140508,3
870,421,15,79.22388267,2
871,421,16,189.997402,1
872,421,17,158.6824213,1
873,421,18,2.261282833,3
874,421,21,351.80903,1
875,421,23,8.701998167,1
876,421,24,62.66840533,1
877,422,18,2.261282833,2
878,423,2,302.8932833,2
879,423,7,8.333156333,3
880,423,9,830.244786,1
881,423,10,232.017485,2
882,423,18,2.261282833,2
883,423,23,8.701998167,1
884,424,9,830.244786,1
885,425,7,8.333156333,2
886,425,16,189.997402,2
887,425,18,2.261282833,3
888,425,21,351.80903,1
889,426,3,586.9442333,1
890,426,9,830.244786,1
891,427,7,8.333156333,3
892,427,9,830.244786,1
893,427,11,153.140508,2
894,427,15,79.22388267,2
895,427,16,189.997402,2
896,427,17,158.6824213,2
897,427,18,2.261282833,3
898,427,21,351.80903,2
899,427,23,8.701998167,4
900,427,24,62.66840533,2
901,428,2,302.8932833,1
902,428,3,586.9442333,1
903,428,7,8.333156333,2
904,428,9,830.244786,1
905,428,10,232.017485,1
906,428,18,2.261282833,4
907,428,23,8.701998167,1
908,429,9,830.244786,1
909,429,17,158.6824213,1
910,430,11,153.140508,3
911,431,11,153.140508,1
912,431,16,189.997402,1
913,432,7,8.333156333,3
914,432,11,153.140508,3
915,432,15,79.22388267,2
916,432,18,2.261282833,3
917,432,21,351.80903,1
918,432,23,8.701998167,2
919,433,7,8.333156333,3
920,433,17,158.6824213,2
921,433,21,351.80903,1
922,433,23,8.701998167,4
923,434,11,153.140508,1
924,434,15,79.22388267,3
925,434,16,189.997402,1
926,434,18,2.261282833,3
927,434,21,351.80903,2
928,434,24,62.66840533,3
929,435,7,8.333156333,4
930,435,11,153.140508,1
931,435,15,79.22388267,2
932,435,16,189.997402,3
933,435,18,2.261282833,2
934,435,21,351.80903,1
935,435,23,8.701998167,1
936,435,24,62.66840533,3
937,436,9,830.244786,2
938,437,2,302.8932833,2
939,437,9,830.244786,1
940,437,10,232.017485,2
941,438,9,830.244786,1
942,439,7,8.333156333,3
943,439,11,153.140508,2
944,439,15,79.22388267,2
945,439,16,189.997402,3
946,439,21,351.80903,2
947,439,23,8.701998167,4
948,440,9,830.244786,1
949,440,18,2.261282833,1
950,441,7,8.333156333,3
951,441,9,830.244786,1
952,441,11,153.140508,2
953,441,21,351.80903,1
954,442,2,302.8932833,2
955,442,3,586.9442333,1
956,442,7,8.333156333,2
957,442,9,830.244786,2
958,442,10,232.017485,1
959,442,18,2.261282833,1
960,442,23,8.701998167,3
961,443,9,830.244786,1
962,443,11,153.140508,1
963,443,15,79.22388267,3
964,444,7,8.333156333,3
965,444,11,153.140508,3
966,444,16,189.997402,3
967,444,21,351.80903,1
968,445,7,8.333156333,3
969,445,11,153.140508,2
970,445,16,189.997402,1
971,445,18,2.261282833,3
972,446,9,830.244786,1
973,447,9,830.244786,1
974,447,18,2.261282833,2
975,448,11,153.140508,2
976,449,7,8.333156333,3
977,449,9,830.244786,1
978,449,11,153.140508,2
979,449,15,79.22388267,1
980,449,16,189.997402,2
981,449,17,158.6824213,3
982,449,21,351.80903,1
983,449,23,8.701998167,3
984,450,11,153.140508,1
985,450,21,351.80903,2
986,451,7,8.333156333,2
987,451,9,830.244786,1
988,451,11,153.140508,1
989,451,15,79.22388267,3
990,451,16,189.997402,2
991,451,18,2.261282833,2
992,451,21,351.80903,2
993,451,23,8.701998167,3
994,451,24,62.66840533,1
995,452,7,8.333156333,1
996,452,11,153.140508,2
997,452,15,79.22388267,2
998,452,16,189.997402,3
999,452,17,158.6824213,3
1000,452,18,2.261282833,3
1001,452,21,351.80903,1
1002,452,23,8.701998167,3
1003,452,24,62.66840533,2
1004,453,7,8.333156333,2
1005,453,11,153.140508,3
1006,453,15,79.22388267,3
1007,453,17,158.6824213,2
1008,453,18,2.261282833,4
1009,453,21,351.80903,2
1010,453,23,8.701998167,2
1011,453,24,62.66840533,2
1012,454,9,830.244786,2
1013,455,2,302.8932833,1
1014,455,3,586.9442333,1
1015,455,7,8.333156333,2
1016,455,9,830.244786,1
1017,455,10,232.017485,2
1018,455,18,2.261282833,1
1019,455,23,8.701998167,2
1020,456,9,830.244786,1
1021,456,11,153.140508,1
1022,456,15,79.22388267,2
1023,456,16,189.997402,1
1024,456,17,158.6824213,1
1025,456,18,2.261282833,3
1026,456,21,351.80903,1
1027,456,24,62.66840533,2
1028,457,2,302.8932833,1
1029,457,3,586.9442333,1
1030,457,7,8.333156333,3
1031,457,9,830.244786,1
1032,457,10,232.017485,2
1033,457,18,2.261282833,1
1034,457,23,8.701998167,2
1035,458,3,586.9442333,1
1036,458,9,830.244786,1
