Call ID,CallTimestamp,CustomerID,ProductID,WaitTime,CallAbandoned,CallDuration
55,7/15/2018 13:55,14086,14,110,0,1246
56,7/15/2018 15:34,13413,7,18,0,247
57,7/15/2018 16:33,13339,13,22,0,1161
58,7/15/2018 16:55,16290,2,0,0,448
59,7/15/2018 19:25,12597,4,0,0,107
60,7/15/2018 19:33,18943,12,168,0,1429
61,7/15/2018 19:55,18646,4,0,0,905
62,7/16/2018 9:43,14692,9,8,0,1287
63,7/16/2018 10:12,18955,22,0,0,57
64,7/16/2018 10:14,17500,2,0,0,356
65,7/16/2018 11:07,18448,19,0,0,1336
66,7/16/2018 11:48,13594,8,0,0,1255
67,7/16/2018 12:13,13721,2,0,0,658
68,7/16/2018 13:22,16205,15,89,0,1033
69,7/16/2018 14:04,15987,25,6,1,1111
70,7/16/2018 15:31,16933,13,1,0,1183
71,7/16/2018 15:33,17536,11,0,0,1002
72,7/16/2018 16:12,15475,14,295,0,627
73,7/16/2018 16:45,12491,13,20,0,1351
74,7/16/2018 18:08,17485,6,21,0,282
75,7/16/2018 19:04,14163,9,28,0,964
76,7/16/2018 19:22,12029,13,19,0,287
77,7/16/2018 20:00,12097,23,18,0,578
78,7/17/2018 8:15,14797,21,19,0,882
79,7/17/2018 8:34,12982,3,4,0,965
80,7/17/2018 9:06,12952,3,0,0,625
81,7/17/2018 9:36,13192,9,206,0,590
82,7/17/2018 9:47,12450,10,24,0,710
83,7/17/2018 10:41,14257,1,28,0,612
84,7/17/2018 10:47,13885,21,240,0,165
85,7/17/2018 11:19,11259,20,260,0,863
86,7/17/2018 14:09,16579,11,20,0,63
87,7/17/2018 14:09,11757,6,0,0,884
88,7/17/2018 14:21,11063,6,0,0,1443
89,7/17/2018 14:34,15342,20,11,0,370
90,7/17/2018 14:36,15892,20,0,0,436
91,7/17/2018 15:05,13088,22,13,0,43
92,7/17/2018 16:15,14220,20,7,0,874
93,7/17/2018 16:25,13252,2,25,0,815
94,7/17/2018 18:00,18263,10,17,0,1378
95,7/17/2018 18:39,16026,22,15,0,428
96,7/17/2018 19:30,18846,12,17,0,1494
97,7/17/2018 19:44,15534,25,0,0,1203
98,7/17/2018 19:44,15451,9,0,0,207
99,7/17/2018 19:44,11386,21,0,0,90
100,7/17/2018 19:47,18540,24,137,0,972
101,7/18/2018 8:39,12442,14,15,0,865
102,7/18/2018 9:29,14326,11,11,0,170
103,7/18/2018 9:52,14341,21,21,0,771
104,7/18/2018 10:10,12383,4,156,0,1167
105,7/18/2018 10:52,15813,18,0,0,68
106,7/18/2018 10:55,16691,5,35,0,239
107,7/18/2018 11:23,18685,8,20,1,126
108,7/18/2018 12:50,16597,16,9,0,531
109,7/18/2018 13:06,17437,5,8,0,1044
110,7/18/2018 13:33,11305,22,106,0,258
111,7/18/2018 14:18,16870,18,11,0,103
112,7/18/2018 14:18,17031,14,10,1,35
113,7/18/2018 14:43,16248,7,0,0,812
114,7/18/2018 16:36,11910,4,0,0,1354
115,7/18/2018 16:49,14677,18,0,0,1218
116,7/18/2018 17:37,16534,6,0,0,1366
117,7/18/2018 19:31,12300,22,23,0,1278
118,7/18/2018 19:57,15060,17,27,0,196
119,7/19/2018 10:00,14194,12,174,0,283
120,7/19/2018 10:12,15343,11,0,0,941
121,7/19/2018 10:21,19096,23,0,0,1024
122,7/19/2018 12:34,17731,13,29,0,727
123,7/19/2018 12:54,13644,24,0,0,1425
124,7/19/2018 13:06,14164,9,0,0,1296
125,7/19/2018 14:27,13383,6,82,0,1239
126,7/19/2018 14:30,15116,15,15,0,465
127,7/19/2018 15:12,14613,11,19,0,202
128,7/19/2018 15:42,13228,1,20,0,856
129,7/19/2018 16:03,15508,5,25,0,553
130,7/19/2018 16:48,13257,1,0,0,1393
131,7/19/2018 17:02,14393,4,9,0,477
132,7/19/2018 17:04,11695,2,11,0,1498
133,7/19/2018 17:24,12809,13,8,0,1455
134,7/19/2018 17:31,15578,7,16,1,1366
135,7/19/2018 18:00,16644,6,12,0,854
136,7/19/2018 18:26,12934,4,114,0,358
137,7/19/2018 19:29,12006,5,12,0,12
138,7/19/2018 19:55,12761,12,0,0,364
139,7/20/2018 8:12,11714,21,0,0,1107
140,7/20/2018 10:18,14689,2,209,0,1246
141,7/20/2018 10:42,15812,2,23,0,648
142,7/20/2018 11:28,13179,12,10,0,1179
143,7/20/2018 11:33,17389,6,20,0,83
144,7/20/2018 12:36,18441,17,2,0,106
145,7/20/2018 12:45,18463,15,0,0,715
146,7/20/2018 12:49,15711,18,0,0,1155
147,7/20/2018 13:55,16835,24,29,0,910
148,7/20/2018 16:12,14705,12,20,0,1155
149,7/20/2018 16:13,14816,17,28,0,71
150,7/20/2018 16:18,17246,4,5,0,408
151,7/20/2018 16:19,12039,7,0,0,1097
152,7/20/2018 16:56,11162,9,23,0,1496
153,7/20/2018 17:20,14496,5,0,0,1390
154,7/20/2018 17:30,13929,22,0,0,556
155,7/20/2018 19:28,12068,24,117,0,1413
156,7/20/2018 19:43,17813,17,0,0,414
157,7/20/2018 19:45,16377,20,8,0,8
158,7/20/2018 19:57,16654,18,9,0,969
159,7/21/2018 9:15,16063,10,190,0,1125
160,7/21/2018 9:57,14857,6,0,0,289
161,7/21/2018 10:06,15668,2,70,0,1376
162,7/21/2018 10:10,17890,7,0,1,1022
163,7/21/2018 10:30,18847,25,6,0,1330
164,7/21/2018 12:09,19022,16,0,0,1488
165,7/21/2018 14:24,18161,22,92,0,39
166,7/21/2018 14:37,11694,15,0,0,688
167,7/21/2018 15:07,14085,2,0,0,1492
168,7/21/2018 15:36,13244,4,27,0,139
169,7/21/2018 16:22,15190,11,0,0,808
170,7/21/2018 17:24,11270,9,7,0,61
171,7/21/2018 18:03,14676,15,0,0,82
172,7/21/2018 19:24,15576,16,25,0,254
173,7/22/2018 8:50,16084,5,12,0,956
174,7/22/2018 8:58,17576,3,8,0,1436
175,7/22/2018 9:32,15766,11,17,0,133
176,7/22/2018 9:54,15015,11,4,0,291
177,7/22/2018 10:04,11282,1,27,0,838
178,7/22/2018 11:04,11731,17,25,0,1444
179,7/22/2018 13:25,11931,7,3,0,162
180,7/22/2018 14:10,13511,9,0,0,377
181,7/22/2018 14:44,13056,23,0,0,0
182,7/22/2018 14:45,13359,9,92,0,642
183,7/22/2018 15:05,18060,11,14,0,794
184,7/22/2018 15:24,16590,5,12,0,287
185,7/22/2018 16:27,13510,15,19,0,893
186,7/22/2018 16:37,18781,18,1,0,618
187,7/22/2018 16:40,11744,19,236,0,133
188,7/22/2018 17:12,15457,22,13,0,183
189,7/22/2018 17:43,17447,16,17,0,773
190,7/22/2018 17:53,12476,14,145,0,299
191,7/22/2018 18:45,12372,20,54,0,1468
192,7/22/2018 18:46,18130,16,14,0,1249
193,7/22/2018 19:07,14815,12,294,0,555
194,7/22/2018 19:34,14991,5,21,0,105
195,7/22/2018 19:51,18374,1,13,0,1227
196,7/23/2018 8:19,16303,2,0,0,580
197,7/23/2018 8:44,11778,14,24,0,418
198,7/23/2018 9:06,12911,3,18,0,1195
199,7/23/2018 10:01,18985,24,22,0,1410
200,7/23/2018 10:14,16432,17,17,1,1429
201,7/23/2018 10:16,13059,12,0,1,892
202,7/23/2018 10:35,17182,11,16,0,647
203,7/23/2018 11:10,17189,25,0,0,161
204,7/23/2018 12:55,15570,7,25,1,363
205,7/23/2018 12:58,14268,1,282,0,1180
206,7/23/2018 13:15,18070,9,229,0,1226
207,7/23/2018 15:06,13905,6,1,0,713
208,7/23/2018 15:38,14280,20,5,0,1187
209,7/23/2018 16:44,16868,19,29,0,244
210,7/23/2018 16:45,15057,11,0,0,80
211,7/24/2018 8:13,12500,3,146,0,1488
212,7/24/2018 8:21,17002,2,14,0,1292
213,7/24/2018 8:29,11988,8,0,0,1019
214,7/24/2018 8:52,14775,5,0,0,327
215,7/24/2018 10:36,11111,21,0,0,1175
216,7/24/2018 13:33,16811,4,2,0,1195
217,7/24/2018 14:26,17106,16,18,0,763
218,7/24/2018 14:33,18718,25,0,0,1474
219,7/24/2018 14:53,13217,9,29,0,588
220,7/24/2018 15:37,16978,6,12,0,753
221,7/24/2018 15:48,18007,15,4,0,473
222,7/24/2018 16:18,14157,18,14,1,553
223,7/24/2018 16:58,14847,18,0,0,1455
224,7/24/2018 17:11,12236,13,219,0,360
225,7/24/2018 17:51,17295,17,13,0,1065
226,7/24/2018 18:55,14448,9,8,0,780
227,7/24/2018 19:24,18157,8,7,0,414
228,7/25/2018 8:49,17028,14,16,0,335
229,7/25/2018 9:02,12369,17,0,0,821
230,7/25/2018 9:11,17898,10,12,0,1008
231,7/25/2018 9:16,15935,23,3,0,163
232,7/25/2018 10:17,18987,18,0,0,1423
233,7/25/2018 11:39,11308,4,0,0,919
234,7/25/2018 11:53,12504,19,8,0,19
235,7/25/2018 11:59,16829,7,4,0,998
236,7/25/2018 12:04,12252,2,0,0,251
237,7/25/2018 12:06,12125,23,20,0,1135
238,7/25/2018 13:20,11166,18,0,0,720
239,7/25/2018 13:28,14592,19,23,1,623
240,7/25/2018 13:34,11800,10,288,0,1268
241,7/25/2018 13:53,11881,25,19,0,1305
242,7/25/2018 14:48,11603,16,0,0,687
243,7/25/2018 14:49,13243,12,0,0,142
244,7/25/2018 14:59,14625,13,3,0,1128
245,7/25/2018 15:38,18193,13,12,0,1500
246,7/25/2018 15:38,17973,22,295,0,982
247,7/25/2018 16:28,16878,10,28,0,1245
248,7/25/2018 17:22,17254,6,162,0,1209
249,7/25/2018 17:30,13189,18,0,0,305
250,7/25/2018 17:39,14675,8,0,0,1080
251,7/25/2018 17:48,14675,23,23,0,330
252,7/25/2018 18:01,15602,17,0,0,1226
253,7/25/2018 18:28,12956,1,19,0,925
254,7/25/2018 19:08,15401,8,0,0,388
255,7/25/2018 19:40,14131,23,6,0,162
256,7/26/2018 8:15,15312,4,28,0,416
257,7/26/2018 8:18,14032,11,2,0,350
258,7/26/2018 8:23,13553,24,7,0,497
259,7/26/2018 10:12,18962,8,206,0,770
260,7/26/2018 10:30,19100,1,0,0,356
261,7/26/2018 10:37,16005,20,0,0,869
262,7/26/2018 10:51,11605,18,236,1,715
263,7/26/2018 12:36,17688,7,7,0,623
264,7/26/2018 12:46,14688,16,23,0,644
265,7/26/2018 14:48,16788,18,22,0,266
266,7/26/2018 14:51,17581,17,0,0,1222
267,7/26/2018 15:21,11913,18,7,0,685
268,7/26/2018 16:18,16469,3,25,0,1299
269,7/26/2018 17:30,15178,23,0,0,927
270,7/26/2018 18:52,14048,20,179,0,1412
271,7/27/2018 8:24,14738,5,0,0,1105
272,7/27/2018 8:55,14558,10,9,0,306
273,7/27/2018 9:35,18623,23,29,0,1089
274,7/27/2018 9:36,11897,13,257,0,1142
275,7/27/2018 9:53,12605,19,301,0,786
276,7/27/2018 10:01,15931,7,29,0,1281
277,7/27/2018 10:13,12144,3,0,0,1389
278,7/27/2018 10:49,12619,25,8,0,794
279,7/27/2018 11:58,17177,11,5,0,9
280,7/27/2018 12:04,17021,17,27,0,133
281,7/27/2018 12:20,16222,21,0,0,1315
282,7/27/2018 12:47,14126,7,0,0,1396
283,7/27/2018 13:22,11782,17,25,0,1206
284,7/27/2018 13:54,11672,23,17,0,75
285,7/27/2018 14:19,12754,21,0,0,1267
286,7/27/2018 14:54,18146,3,21,0,1300
287,7/27/2018 15:04,12004,10,16,0,1329
288,7/27/2018 15:08,14655,7,0,0,846
289,7/27/2018 15:43,14031,18,0,0,492
290,7/27/2018 16:02,15589,13,0,0,525
291,7/27/2018 16:36,15951,1,205,0,56
292,7/27/2018 17:12,16257,13,6,0,1079
293,7/27/2018 17:54,13107,10,84,0,660
294,7/27/2018 18:22,18778,23,0,0,153
295,7/27/2018 18:33,14506,8,0,0,913
296,7/28/2018 8:10,13314,10,19,0,286
297,7/28/2018 9:07,15350,19,0,0,908
298,7/28/2018 9:31,18390,11,17,0,369
299,7/28/2018 11:03,18158,18,0,0,453
300,7/28/2018 12:00,17925,8,0,0,814
301,7/28/2018 12:04,18098,25,195,0,114
302,7/28/2018 12:45,11643,6,227,0,732
303,7/28/2018 12:58,17895,4,10,0,468
304,7/28/2018 13:33,11355,22,0,0,35
305,7/28/2018 13:49,17673,2,0,0,1025
306,7/28/2018 13:52,18567,9,30,0,183
307,7/28/2018 13:53,13268,20,0,0,349
308,7/28/2018 14:34,17444,17,10,0,1471
309,7/28/2018 14:35,18322,14,8,0,915
310,7/28/2018 15:09,12782,4,0,0,1050
311,7/28/2018 15:11,13595,10,22,0,922
312,7/28/2018 16:19,15255,14,28,0,373
313,7/28/2018 17:14,12915,15,85,0,710
314,7/28/2018 18:56,16226,23,5,0,1296
315,7/29/2018 9:04,12884,22,0,0,616
316,7/29/2018 9:35,14203,12,20,0,1310
317,7/29/2018 9:58,12227,23,0,0,1459
318,7/29/2018 10:00,12156,17,2,0,105
319,7/29/2018 10:12,19015,11,28,0,316
320,7/29/2018 10:40,16833,3,0,0,215
321,7/29/2018 14:31,14332,1,26,0,1143
322,7/29/2018 15:11,16439,15,292,0,705
323,7/29/2018 15:51,14484,3,18,1,216
324,7/29/2018 15:53,18453,20,7,0,912
325,7/29/2018 16:41,11858,9,0,0,1453
326,7/29/2018 17:13,15310,14,0,0,885
327,7/29/2018 18:06,15803,20,0,0,810
328,7/29/2018 19:16,14804,5,33,0,820
329,7/29/2018 19:17,12956,10,0,0,264
330,7/29/2018 19:22,18060,24,0,0,1080
331,7/29/2018 19:49,15496,6,20,0,902
332,7/30/2018 8:13,12695,25,0,0,676
333,7/30/2018 8:20,11156,13,8,0,764
334,7/30/2018 9:43,15656,5,3,0,634
335,7/30/2018 11:16,12234,12,0,0,830
336,7/30/2018 11:52,17432,16,0,0,180
337,7/30/2018 12:16,18187,1,7,0,294
338,7/30/2018 12:30,18645,10,2,0,615
339,7/30/2018 12:58,16544,1,0,0,1175
340,7/30/2018 13:13,11378,18,17,0,417
341,7/30/2018 13:58,13669,14,12,0,794
342,7/30/2018 16:28,11856,14,0,0,1128
343,7/30/2018 17:01,12619,24,0,0,345
344,7/30/2018 17:46,12941,2,16,0,865
345,7/30/2018 18:00,15854,22,9,0,753
346,7/30/2018 19:34,15205,14,0,0,1022
347,7/30/2018 19:42,13503,14,0,0,1175
348,7/31/2018 8:31,11666,12,7,0,587
349,7/31/2018 8:37,15840,14,181,0,1252
350,7/31/2018 9:48,12046,17,16,0,601
351,7/31/2018 9:58,15550,11,4,0,793
352,7/31/2018 10:28,14932,8,23,0,591
353,7/31/2018 10:54,14477,6,0,0,701
354,7/31/2018 10:57,15807,6,248,0,572
355,7/31/2018 11:27,18073,23,13,0,541
356,7/31/2018 15:03,14755,12,6,0,958
357,7/31/2018 16:21,11923,2,0,0,1460
358,7/31/2018 16:26,12390,7,0,0,339
359,7/31/2018 16:46,11611,6,221,0,555
360,7/31/2018 16:47,12972,21,0,0,239
361,7/31/2018 16:56,11890,16,0,0,473
362,8/1/2018 8:31,11388,5,21,0,1140
363,8/1/2018 9:15,11934,5,0,1,991
364,8/1/2018 9:35,13686,15,0,0,104
365,8/1/2018 11:07,14078,22,25,0,1416
366,8/1/2018 11:55,17774,13,25,0,1300
367,8/1/2018 11:56,14586,23,0,0,1342
368,8/1/2018 12:00,12331,16,0,0,596
369,8/1/2018 12:07,11977,10,24,0,871
370,8/1/2018 13:13,11236,18,4,0,1171
371,8/1/2018 13:25,16359,21,9,0,610
372,8/1/2018 14:28,16482,1,4,0,1466
373,8/1/2018 14:37,14872,24,28,0,1275
374,8/1/2018 14:48,12862,1,0,0,272
375,8/1/2018 15:55,11550,10,21,0,646
376,8/1/2018 17:42,14851,17,17,0,1345
377,8/1/2018 18:46,13474,8,54,0,223
378,8/1/2018 18:57,17026,20,110,0,442
379,8/1/2018 19:33,15177,21,0,0,399
380,8/2/2018 8:01,17376,5,21,0,132
381,8/2/2018 8:09,14747,11,20,1,484
382,8/2/2018 8:36,15759,2,4,0,1428
383,8/2/2018 12:36,15757,15,2,0,1335
384,8/2/2018 12:37,13834,22,25,1,269
385,8/2/2018 12:43,17164,21,0,1,12
386,8/2/2018 13:04,15931,16,0,0,1474
387,8/2/2018 13:39,18245,23,7,0,1027
388,8/2/2018 15:10,15277,4,0,0,139
389,8/2/2018 15:16,16522,19,297,0,878
390,8/2/2018 15:54,15873,9,0,0,1386
391,8/2/2018 16:37,17307,16,0,0,9
392,8/2/2018 16:40,18937,19,10,0,492
393,8/2/2018 16:42,18741,24,15,0,454
394,8/2/2018 17:17,15607,10,0,0,196
395,8/2/2018 17:34,13186,16,173,0,965
396,8/2/2018 18:31,15520,19,1,0,174
397,8/2/2018 19:04,11584,19,0,0,963
398,8/2/2018 19:09,12490,19,0,0,441
399,8/2/2018 19:13,12341,2,30,0,1467
400,8/2/2018 19:50,12696,22,16,0,670
401,8/2/2018 19:55,11755,1,12,0,758
402,8/3/2018 8:28,11084,13,9,1,788
403,8/3/2018 9:01,18226,24,3,0,74
404,8/3/2018 9:13,17959,17,26,0,1272
405,8/3/2018 9:23,12309,1,8,0,496
406,8/3/2018 9:26,17450,24,0,0,706
407,8/3/2018 11:30,17832,4,11,0,446
408,8/3/2018 11:43,18453,13,0,0,709
409,8/3/2018 11:50,11957,2,3,0,907
410,8/3/2018 13:16,17848,19,27,0,20
411,8/3/2018 14:27,12913,8,4,0,1301
412,8/3/2018 14:58,18198,16,0,0,1322
413,8/3/2018 15:01,11266,24,67,0,717
414,8/3/2018 15:06,16283,4,18,0,938
415,8/3/2018 15:30,17320,5,49,0,1002
416,8/3/2018 17:04,13693,10,287,0,1130
417,8/3/2018 18:06,12382,16,9,0,1321
418,8/3/2018 19:03,12619,16,20,0,829
419,8/3/2018 19:46,15826,6,11,0,582
420,8/3/2018 20:00,18549,19,0,0,764
421,8/4/2018 9:17,13232,18,24,0,1068
422,8/4/2018 10:22,16158,24,0,0,1119
423,8/4/2018 10:22,14088,21,5,0,642
424,8/4/2018 13:10,12698,19,9,0,951
425,8/4/2018 14:00,15938,1,0,0,1151
426,8/4/2018 14:24,14134,7,0,0,718
427,8/4/2018 14:54,18523,20,9,0,508
428,8/4/2018 17:18,16256,21,0,0,354
429,8/4/2018 17:25,17787,15,7,0,568
430,8/4/2018 17:43,17021,11,0,0,982
431,8/5/2018 8:10,13077,6,0,0,449
432,8/5/2018 8:11,17199,9,18,0,121
433,8/5/2018 8:39,11010,17,0,0,1099
434,8/5/2018 8:40,14101,15,20,1,296
435,8/5/2018 8:46,12793,7,210,0,607
436,8/5/2018 9:18,16398,6,27,0,102
437,8/5/2018 9:58,14683,1,231,0,973
438,8/5/2018 11:10,15829,11,0,0,780
439,8/5/2018 11:36,11931,9,8,0,1420
440,8/5/2018 12:06,16022,5,22,0,82
441,8/5/2018 12:08,13267,23,0,0,1414
442,8/5/2018 16:40,16914,6,274,0,1473
443,8/5/2018 17:18,12508,12,262,0,1152
444,8/5/2018 17:28,14478,1,0,0,461
445,8/5/2018 18:07,11452,8,30,0,1449
446,8/5/2018 18:56,17820,25,0,1,1245
447,8/5/2018 19:40,17414,3,0,0,412
448,8/5/2018 19:40,16016,12,1,0,1289
449,8/6/2018 8:01,11149,22,22,0,367
450,8/6/2018 8:10,16743,18,4,0,1131
451,8/6/2018 8:17,11203,20,24,1,501
452,8/6/2018 8:55,16455,10,0,0,485
453,8/6/2018 8:59,12487,17,7,0,1188
454,8/6/2018 10:27,18492,7,3,1,432
455,8/6/2018 12:11,17213,5,129,0,691
456,8/6/2018 12:31,18870,23,0,0,778
457,8/6/2018 12:56,13268,16,1,0,480
458,8/6/2018 13:04,11067,7,0,0,896
459,8/6/2018 14:14,16148,22,139,0,935
460,8/6/2018 14:54,14142,12,18,0,108
461,8/6/2018 15:50,16567,21,269,0,608
462,8/6/2018 17:55,18187,20,0,0,1206
463,8/6/2018 18:17,16224,3,0,0,1477
464,8/6/2018 19:34,15263,11,0,0,1200
465,8/7/2018 8:18,15461,23,12,0,507
466,8/7/2018 8:27,17053,4,20,0,849
467,8/7/2018 8:44,16067,23,30,0,871
468,8/7/2018 9:04,13994,19,22,0,523
469,8/7/2018 9:56,17341,16,15,0,883
470,8/7/2018 10:12,11278,4,16,0,88
471,8/7/2018 10:48,14770,14,0,0,316
472,8/7/2018 12:29,13879,8,0,0,1094
473,8/7/2018 12:49,17048,22,0,0,1055
474,8/7/2018 12:54,15505,4,12,0,960
475,8/7/2018 14:16,18454,11,0,0,950
476,8/7/2018 15:13,11313,17,18,0,1077
477,8/7/2018 17:07,13291,4,0,0,249
478,8/7/2018 19:12,15674,7,0,0,203
479,8/7/2018 19:24,18668,11,0,0,356
480,8/7/2018 19:43,15488,2,0,0,992
481,8/8/2018 8:06,13978,15,24,0,264
482,8/8/2018 8:10,14688,9,15,0,283
483,8/8/2018 8:10,18777,3,29,0,1329
484,8/8/2018 8:42,17660,20,30,0,604
485,8/8/2018 9:06,12758,15,16,0,124
486,8/8/2018 9:22,13656,3,27,0,1198
487,8/8/2018 9:35,17276,2,0,0,879
488,8/8/2018 9:36,18099,9,0,0,600
489,8/8/2018 10:57,15768,25,161,1,1211
490,8/8/2018 12:12,11364,21,0,0,542
491,8/8/2018 12:18,13105,23,0,0,14
492,8/8/2018 12:42,11839,20,8,0,547
493,8/8/2018 13:38,13194,4,0,0,1360
494,8/8/2018 13:45,14665,6,0,0,1132
495,8/8/2018 14:30,12947,23,0,0,747
496,8/8/2018 14:39,11097,18,0,0,336
497,8/8/2018 15:22,15116,12,0,0,885
498,8/8/2018 15:34,18552,20,0,0,207
499,8/8/2018 16:02,13094,6,15,0,718
500,8/8/2018 16:07,17877,1,0,1,1153
501,8/8/2018 16:46,17365,2,0,0,1007
502,8/8/2018 16:50,14441,24,215,0,91
503,8/8/2018 17:03,13478,20,17,0,681
504,8/8/2018 17:20,17788,20,14,1,85
505,8/8/2018 19:46,15778,18,96,0,1467
506,8/9/2018 8:12,16405,2,0,0,1291
507,8/9/2018 8:15,13663,4,0,1,82
508,8/9/2018 8:16,15561,14,30,0,636
509,8/9/2018 8:56,16123,23,24,0,792
510,8/9/2018 10:48,12702,13,0,0,1397
511,8/9/2018 11:16,15276,6,13,0,412
512,8/9/2018 11:47,11538,22,0,0,703
513,8/9/2018 11:49,15609,5,0,0,1435
514,8/9/2018 12:31,18970,12,0,0,693
515,8/9/2018 12:45,13233,16,20,0,1480
516,8/9/2018 12:53,17433,6,5,0,956
517,8/9/2018 13:02,16326,4,12,0,66
518,8/9/2018 13:34,13297,18,3,0,1017
519,8/9/2018 13:48,12053,19,0,0,240
520,8/9/2018 15:48,18969,2,0,0,67
521,8/9/2018 15:53,15391,23,30,0,1210
522,8/9/2018 16:39,15593,9,13,0,1149
523,8/9/2018 17:13,13184,4,23,0,88
524,8/9/2018 17:17,13595,17,12,0,1113
525,8/10/2018 8:11,15353,5,155,0,1355
526,8/10/2018 9:12,13362,21,0,0,1419
527,8/10/2018 9:22,16697,6,29,1,1168
528,8/10/2018 9:25,17170,10,4,0,360
529,8/10/2018 9:27,13316,15,0,0,786
530,8/10/2018 9:34,18366,23,80,0,1309
531,8/10/2018 11:37,12380,1,6,0,562
532,8/10/2018 11:40,14317,16,6,0,342
533,8/10/2018 12:36,13931,12,0,0,337
534,8/10/2018 13:10,12815,20,21,0,994
535,8/10/2018 13:35,14152,14,0,0,1
536,8/10/2018 13:54,14316,3,0,0,413
537,8/10/2018 14:18,14884,15,17,0,622
538,8/10/2018 15:12,18768,7,27,0,1254
539,8/10/2018 16:09,17598,5,0,0,1250
540,8/10/2018 16:58,11965,7,252,0,1020
541,8/10/2018 17:21,11409,17,2,0,486
542,8/10/2018 18:28,12406,3,14,0,349
543,8/11/2018 8:12,16348,24,26,0,1256
544,8/11/2018 8:15,18195,3,4,0,309
545,8/11/2018 8:15,18136,21,2,0,1369
546,8/11/2018 8:45,13707,5,6,0,1326
547,8/11/2018 9:15,15004,10,29,0,1059
548,8/11/2018 9:37,13208,15,0,0,877
549,8/11/2018 10:02,12328,24,1,0,722
550,8/11/2018 10:05,16781,12,0,0,42
551,8/11/2018 10:43,15390,16,24,0,221
552,8/11/2018 11:46,12875,24,25,0,964
553,8/11/2018 12:15,15092,24,24,0,489
554,8/11/2018 13:36,18067,15,218,0,1421
555,8/11/2018 13:42,18171,20,0,0,416
556,8/11/2018 14:21,16105,15,0,0,102
557,8/11/2018 14:27,18490,18,4,0,335
558,8/11/2018 14:47,18624,23,26,0,894
559,8/11/2018 16:52,18843,16,9,0,945
560,8/11/2018 17:33,11110,20,13,0,265
561,8/11/2018 18:36,16537,19,0,0,1241
562,8/12/2018 8:24,12784,2,21,0,651
563,8/12/2018 8:52,16678,15,0,0,155
564,8/12/2018 10:01,13160,8,1,0,146
565,8/12/2018 10:43,16227,16,1,0,868
566,8/12/2018 11:51,14653,2,263,0,1282
567,8/12/2018 12:02,17608,5,0,1,736
568,8/12/2018 12:27,15738,14,0,0,731
569,8/12/2018 13:12,15539,19,30,0,1139
570,8/12/2018 13:45,13978,8,0,0,1120
571,8/12/2018 16:09,11435,12,22,0,903
